,bus_id,search_name,name,search_address,address_y,max_seats,risk_level,inspect_score,price,cat_1,cat_2,zip_code,latitude,longitude,review_count,rating,closed
890,el-buen-sabor-los-angeles,EL BUEN SABOR,El Buen Sabor,4306 N FIGUEROA ST,4306 N FIGUEROA ST,60,3,91.0,$,mexican,salvadoran,90065,34.094943,-118.207959,25,3.5,False
891,el-burrito-jr-los-angeles,EL BURRITO JR,El Burrito Jr,1018 S LA BREA AVE,1018 S LA BREA AVE,30,3,93.0,$,mexican,mexican,90019,34.05682,-118.34538,32,3.5,False
892,el-burrito-panzon-los-angeles,EL BURRITOPANZON,El Burrito Panzon,2108 BEVERLY BLVD,2108 BEVERLY BLVD,30,3,94.0,$,mexican,mexican,90057,34.0666,-118.27093,38,4.0,False
893,el-camacho-restaurante-nicaraguense-los-angeles,EL CAMACHOS,El Camacho Restaurante Nicaraguense,2019 VENICE BLVD,2019 VENICE BLVD,60,3,95.0,$,nicaraguan,nicaraguan,90006,34.0438026,-118.3010153,40,4.5,False
894,el-carbonero-restaurant-los-angeles,EL CARBONERO,El Carbonero Restaurant,4281 BEVERLY BLVD,4281 BEVERLY BLVD,30,3,93.0,$,latin,latin,90004,34.0764124,-118.3021113,5,4.0,False
895,el-carmen-los-angeles,EL CARMEN,El Carmen,8138 W 3RD ST,8138 W 3RD ST,150,3,93.0,$$,mexican,cocktailbars,90048,34.0720873,-118.367282,783,4.0,False
896,el-chalateco-los-angeles,EL CHALATECO,El Chalateco,3333 N EASTERN AVE,3333 N EASTERN AVE,30,3,90.0,$,mexican,salvadoran,90032,34.0846099854,-118.178367615,29,4.5,False
897,el-charro-restaurant-los-angeles-2,EL CHARRO,El Charro Restaurant,12819 VENICE BLVD,12819 VENICE BLVD,30,3,97.0,$,mexican,mexican,90066,34.0001106,-118.4411392,66,4.0,False
898,el-charro-restaurant-los-angeles,EL CHARRO RESTAURANT,El Charro Restaurant,1621 W 6TH ST,1621 W 6TH ST,30,3,90.0,$,mexican,mexican,90017,34.0572875,-118.2694768,50,4.0,False
899,el-chavo-restaurant-los-angeles,EL CHAVO RESTAURANT,El Chavo Restaurant,4441 W SUNSET BLVD,4441 W SUNSET BLVD,150,3,91.0,$$,mexican,mexican,90027,34.0977596,-118.2862315,397,3.5,True
900,el-cholo-los-angeles-2,EL CHOLO,El Cholo,1037 S FLOWER ST,1037 S FLOWER ST,151,3,98.0,$$,mexican,mexican,90015,34.04371,-118.26393,504,3.5,False
901,el-cholo-los-angeles,EL CHOLO CAFE,El Cholo,1121 S WESTERN AVE,1121 S WESTERN AVE,151,3,93.0,$$,mexican,mexican,90006,34.05019,-118.3094,1063,3.5,False
902,el-cid-restaurant-los-angeles,EL CID,El Cid Restaurant,4212 W SUNSET BLVD,4212 W SUNSET BLVD,150,3,92.0,$$,musicvenues,spanish,90029,34.0939178467,-118.282447815,519,3.0,False
903,el-cochinito-restaurant-los-angeles,EL COCHINITO RESTAURANT,El Cochinito Restaurant,3508 W SUNSET BLVD,3508 W SUNSET BLVD,30,3,93.0,$$,cuban,cuban,90026,34.0887571355,-118.27693053,470,4.0,False
904,el-colmao-los-angeles,EL COLMAO RESTAURANT,El Colmao,2328 W PICO BLVD,2328 W PICO BLVD,150,3,92.0,$$,cuban,cuban,90006,34.0472551435,-118.287366852,180,4.0,False
905,el-comedor-de-lolitas-los-angeles,EL COMEDOR DE LOLITAS,El Comedor De Lolita's,1061 S HILL ST,1061 S HILL ST,30,3,87.0,$,mexican,mexican,90015,34.0406958014,-118.259393424,5,4.5,True
906,el-compadre-los-angeles-4,EL COMPADRE,El Compadre,1248 S FIGUEROA ST,1248 S FIGUEROA ST,150,3,93.0,$$,mexican,cocktailbars,90015,34.0409644516,-118.267431848,277,3.5,False
907,el-compadre-los-angeles-9,EL COMPADRE,El Compadre,1449 W SUNSET BLVD,1449 W SUNSET BLVD,150,3,85.0,$$,mexican,cocktailbars,90026,34.075138092,-118.253074646,512,3.5,False
908,el-compadre-restaurant-los-angeles-2,EL COMPADRE RESTAURANT,El Compadre Restaurant,233 E FLORENCE AVE,233 E FLORENCE AVE,60,3,90.0,$$$,mexican,beerbar,90003,33.974871,-118.2708,9,2.5,False
909,tacos-el-compita-los-angeles-4,EL COMPITA,Tacos El Compita,4477 W PICO BLVD,4477 W PICO BLVD,30,3,75.0,$,streetvendors,mexican,90019,34.0485400612,-118.332734741,205,4.5,False
910,el-condor-los-angeles,EL CONDOR,El Condor,3701 W SUNSET BLVD,3701 W SUNSET BLVD,150,3,93.0,$$,mexican,mexican,90026,34.0906362156,-118.27773001,204,3.5,False
911,el-cartel-los-angeles,EL DINER,El Cartel,5515 WILSHIRE BLVD,5515 WILSHIRE BLVD,30,3,95.0,$,mexican,mexican,90036,34.062512151,-118.348814569,198,4.0,False
912,el-floridita-los-angeles,EL FLORIDITA,El Floridita,1253 N VINE ST,1253 N VINE ST,150,3,95.0,$$,cuban,danceclubs,90038,34.094102,-118.327348,307,3.5,False
913,el-gallo-bakery-los-angeles,EL GALLO BAKERY,El Gallo Bakery,4546 E CESAR E CHAVEZ AVE,4546 E CESAR E CHAVEZ AVE,30,2,95.0,$,bakeries,bakeries,90022,34.0403175354,-118.167694092,124,4.5,False
914,el-gallo-giro-los-angeles-2,EL GALLO GIRO,El Gallo Giro,701 E JEFFERSON BLVD,701 E JEFFERSON BLVD,60,3,95.0,$,mexican,mexican,90011,34.0153899,-118.26451,12,3.0,False
915,panaderia-and-pasteleria-el-globo-los-angeles,EL GLOBO PANADERIA,Panaderia & Pasteleria El Globo,4611 E OLYMPIC BLVD,4611 E OLYMPIC BLVD,30,2,92.0,$,bakeries,coffee,90022,34.019115448,-118.170875549,5,3.0,False
916,el-gran-burrito-los-angeles,EL GRAN BURRITO,El Gran Burrito,4716 SANTA MONICA BLVD,4716 SANTA MONICA BLVD,30,3,90.0,$,mexican,mexican,90029,34.090649099,-118.292603174,300,3.5,False
917,el-grullense-los-angeles-2,EL GRULLENSE,El Grullense,1965 S SAN PEDRO ST,1965 S SAN PEDRO ST,30,3,96.0,$,foodtrucks,mexican,90011,34.0259946253,-118.258833177,6,4.5,False
918,el-grullense-restaurant-los-angeles,EL GRULLENSE,El Grullense Restaurant,2274 W PICO BLVD,2274 W PICO BLVD,30,3,90.0,$,mexican,mexican,90006,34.0472450852,-118.286129013,68,4.5,False
919,el-huarachito-los-angeles,EL HUARACHITO RESTAURANT,El Huarachito,3010 1/2 N BROADWAY,3010 1/2 N BROADWAY,60,3,90.0,$,mexican,mexican,90031,34.0733604431,-118.20980072,426,4.5,False
920,el-huitlacoche-restaurant-mexican-food-los-angeles,EL HUITLACOCHE RESTAURANT,El Huitlacoche Restaurant Mexican Food,1403 S HOOPER AVE,1403 S HOOPER AVE,30,3,85.0,$,mexican,mexican,90021,34.02647,-118.24329,8,4.0,False
921,el-jacalito-oaxaqueno-culver-city,EL JACALITO,El Jacalito Oaxaqueno,12618 W WASHINGTON BLVD,12618 W WASHINGTON BLVD,30,3,91.0,$,mexican,breakfast_brunch,90066,33.9965488,-118.4328529,112,4.0,False
922,el-kiosko-mexican-grill-los-angeles,EL KIOSKO MEXICAN GRILL,El Kiosko Mexican Grill,3534 E 1ST ST,3534 E 1ST ST,30,3,95.0,$$,mexican,mexican,90063,34.0359018301,-118.191170096,35,3.5,False
923,el-metapaneco-restaurant-los-angeles,EL METAPANECO,El Metapaneco Restaurant,4483 W PICO BLVD,4483 W PICO BLVD,30,3,94.0,$,latin,latin,90019,34.0485267,-118.3327914,24,3.5,False
924,el-milagro-restaurant-los-angeles,EL MILAGRO,El Milagro Restaurant,5162 W ADAMS BLVD,5162 W ADAMS BLVD,30,3,90.0,$,mexican,mexican,90016,34.0323651,-118.3547044,6,5.0,True
925,el-delfin-los-angeles,EL MOLCAJETE,El Delfin,1800 W 8TH ST,1800 W 8TH ST,60,3,96.0,$$,mexican,seafood,90021,34.0251342952,-118.249860182,44,4.5,False
926,el-navegante-restaurant-los-angeles,EL NAVEGANTE,El Navegante Restaurant,5900 S CENTRAL AVE,5900 S CENTRAL AVE,60,3,94.0,$,mexican,mexican,90001,33.986893,-118.256104,5,4.0,False
927,el-nica-restaurant-los-angeles,EL NICA RESTAURANT,El Nica Restaurant,2212 W PICO BLVD,2212 W PICO BLVD,60,3,92.0,$,mexican,mexican,90006,34.0471451,-118.2846733,5,4.0,False
928,el-nuevo-mirador-restaurant-los-angeles,EL NUEVO MIRADOR,El Nuevo Mirador Restaurant,2705 W PICO BLVD,2705 W PICO BLVD,30,3,90.0,$,mexican,salvadoran,90006,34.0472994,-118.297366127,3,4.5,False
929,el-nuevo-san-salvador-los-angeles,EL NUEVO SAN SALVADOR,El Nuevo San Salvador,5230 SANTA MONICA BLVD,5230 SANTA MONICA BLVD,150,3,93.0,$,latin,latin,90029,34.0906691,-118.3043662,12,3.5,False
930,el-paraiso-bakery-los-angeles,EL PARAISO BAKERY,El Paraiso Bakery,3857 E WHITTIER BLVD,3857 E WHITTIER BLVD,30,2,90.0,$,bakeries,mexican,90023,34.0242195,-118.1903992,4,3.5,False
931,el-parian-restaurant-los-angeles,EL PARIAN,El Parian Restaurant,1528 W PICO BLVD,1528 W PICO BLVD,150,3,95.0,$,mexican,mexican,90015,34.0438992,-118.2756244,162,4.0,False
932,el-paseo-inn-los-angeles,EL PASEO INN,El Paseo Inn,11 E OLVERA ST,11 E OLVERA ST,150,3,93.0,$$,mexican,breakfast_brunch,90012,34.0574823572,-118.237740053,790,4.0,False
933,el-patroncito-mexican-cuisine-los-angeles,EL PATRONCITO,El Patroncito Mexican Cuisine,421 VENICE BLVD,421 VENICE BLVD,30,3,90.0,$$,mexican,mexican,90015,34.0369677885,-118.268253462,18,4.5,False
934,tres-palmas-los-angeles,EL PESCADOR,Tres Palmas,2910 DIVISION ST,2910 DIVISION ST,60,3,95.0,$$,mexican,seafood,90065,34.102664,-118.2359185,43,3.5,False
935,el-pescador-highland-park-los-angeles,EL PESCADOR RESTAURANT,El Pescador - Highland Park,5230 N FIGUEROA ST,5230 N FIGUEROA ST,150,3,93.0,$$,mexican,seafood,90042,34.1064682007,-118.198356628,172,3.5,False
936,el-pollo-grande-los-angeles-2,EL POLLO GRANDE,El Pollo Grande,1051 W WASHINGTON BLVD,1051 W WASHINGTON BLVD,30,3,94.0,$,mexican,sandwiches,90015,34.0387687683,-118.280761719,10,4.0,False
937,el-pollo-loco-los-angeles-53,EL POLLO LOCO,El Pollo Loco,101 E MANCHESTER AVE,101 E MANCHESTER AVE,150,3,93.0,$,hotdogs,mexican,90003,33.96037,-118.27352,32,1.5,False
938,el-pollo-loco-compton-6,EL POLLO LOCO,El Pollo Loco,101 E MANCHESTER AVE,101 E MANCHESTER AVE,150,3,93.0,$,mexican,hotdogs,90220,33.8961149,-118.2238573,23,2.0,False
939,el-pollo-loco-los-angeles-60,EL POLLO LOCO,El Pollo Loco,1081 GAYLEY AVE,1081 GAYLEY AVE,150,3,90.0,$,hotdogs,mexican,90024,34.060467,-118.4468752,49,2.5,False
940,el-pollo-loco-w-los-angeles-2,EL POLLO LOCO,El Pollo Loco,11870 SANTA MONICA BLVD,11870 SANTA MONICA BLVD,60,3,96.0,$,hotdogs,mexican,90025,34.04175,-118.4595,41,3.0,False
941,el-pollo-loco-los-angeles-59,EL POLLO LOCO,El Pollo Loco,1224 S SOTO ST,1224 S SOTO ST,60,3,94.0,$,hotdogs,mexican,90023,34.0267791748,-118.219169617,16,2.5,False
942,el-pollo-loco-hollywood-6,EL POLLO LOCO,El Pollo Loco,1260 N VINE ST,1260 N VINE ST,150,3,97.0,$,hotdogs,mexican,90038,34.09408,-118.32641,34,3.0,False
943,el-pollo-loco-los-angeles-81,EL POLLO LOCO,El Pollo Loco,12800 S AVALON BLVD,12800 S AVALON BLVD,60,3,98.0,$,hotdogs,mexican,90061,33.916076,-118.264839,26,2.0,False
944,el-pollo-loco-los-angeles-84,EL POLLO LOCO,El Pollo Loco,12860 W WASHINGTON BLVD,12860 W WASHINGTON BLVD,60,3,97.0,$,mexican,hotdogs,90066,33.995341,-118.437919,91,4.0,False
945,el-pollo-loco-los-angeles-82,EL POLLO LOCO,El Pollo Loco,1360 W IMPERIAL HWY,1360 W IMPERIAL HWY,60,3,84.0,$,hotdogs,mexican,90044,33.9306432019,-118.300039364,17,3.0,False
946,el-pollo-loco-los-angeles-56,EL POLLO LOCO,El Pollo Loco,1545 S WESTERN AVE,1545 S WESTERN AVE,60,3,94.0,$,hotdogs,mexican,90006,34.0441551805,-118.309088051,21,3.0,False
947,el-pollo-loco-los-angeles-74,EL POLLO LOCO,El Pollo Loco,1833 S LA CIENEGA BLVD,1833 S LA CIENEGA BLVD,60,3,96.0,$,hotdogs,mexican,90035,34.0435483307,-118.376675695,52,3.5,False
948,el-pollo-loco-los-angeles-79,EL POLLO LOCO,El Pollo Loco,1934 W OLYMPIC BLVD,1934 W OLYMPIC BLVD,60,3,92.0,$,hotdogs,mexican,90006,34.0509075113,-118.278679009,30,2.0,False
949,el-pollo-loco-los-angeles-58,EL POLLO LOCO,El Pollo Loco,2000 E CESAR E CHAVEZ AVE,2000 E CESAR E CHAVEZ AVE,150,3,97.0,$,hotdogs,mexican,90033,34.04864,-118.2127,15,2.0,False
950,el-pollo-loco-los-angeles-76,EL POLLO LOCO,El Pollo Loco,2201 N BROADWAY,2201 N BROADWAY,150,3,95.0,$,hotdogs,mexican,90031,34.07395,-118.2178,24,3.0,False
951,el-pollo-loco-los-angeles-61,EL POLLO LOCO,El Pollo Loco,226 E 9TH ST,226 E 9TH ST,60,3,97.0,$,hotdogs,mexican,90015,34.0404026455,-118.253301536,22,3.0,False
952,el-pollo-loco-los-angeles-68,EL POLLO LOCO,El Pollo Loco,260 S BROADWAY,260 S BROADWAY,60,3,94.0,$,hotdogs,mexican,90012,34.0510225,-118.2477798,27,3.0,False
953,el-pollo-loco-los-angeles-57,EL POLLO LOCO,El Pollo Loco,2801 S CRENSHAW BLVD,2801 S CRENSHAW BLVD,150,3,97.0,$,hotdogs,mexican,90016,34.0309720689,-118.335424146,49,2.0,False
954,el-pollo-loco-los-angeles-67,EL POLLO LOCO,El Pollo Loco,2904 S FIGUEROA ST,2904 S FIGUEROA ST,60,3,95.0,$,hotdogs,mexican,90007,34.0255178,-118.2775239,41,1.5,True
955,el-pollo-loco-los-angeles-86,EL POLLO LOCO,El Pollo Loco,3008 S SEPULVEDA BLVD,3008 S SEPULVEDA BLVD,60,3,92.0,$,hotdogs,mexican,90034,34.0273005249,-118.427639552,65,3.5,False
956,el-pollo-loco-los-angeles-50,EL POLLO LOCO,El Pollo Loco,3070 N SAN FERNANDO RD,3070 N SAN FERNANDO RD,60,3,97.0,$,mexican,hotdogs,90065,34.1142359376,-118.24529238,20,2.0,False
957,el-pollo-loco-los-angeles-65,EL POLLO LOCO,El Pollo Loco,3070 N SAN FERNANDO RD,3070 N SAN FERNANDO RD,60,3,97.0,$,mexican,hotdogs,90065,34.1142359376,-118.24529238,44,2.0,False
958,el-pollo-loco-los-angeles-64,EL POLLO LOCO,El Pollo Loco,3350 W VERNON AVE,3350 W VERNON AVE,60,3,96.0,$,hotdogs,mexican,90008,34.0033607483,-118.331214905,27,1.5,False
959,el-pollo-loco-los-angeles-71,EL POLLO LOCO,El Pollo Loco,408 E WASHINGTON BLVD,408 E WASHINGTON BLVD,150,3,97.0,$,hotdogs,mexican,90015,34.0292350086,-118.261304138,25,1.5,False
960,el-pollo-loco-los-angeles-55,EL POLLO LOCO,El Pollo Loco,4405 S AVALON BLVD,4405 S AVALON BLVD,60,3,94.0,$,hotdogs,mexican,90011,34.00358,-118.26565,23,2.0,False
961,el-pollo-loco-los-angeles-77,EL POLLO LOCO,El Pollo Loco,5001 WILSHIRE BLVD,5001 WILSHIRE BLVD,60,3,96.0,$,hotdogs,mexican,90036,34.0622368,-118.3386383,32,2.5,False
962,el-pollo-loco-los-angeles-73,EL POLLO LOCO,El Pollo Loco,503 S ALVARADO ST,503 S ALVARADO ST,150,3,94.0,$,hotdogs,mexican,90057,34.0605730298,-118.274482247,11,1.5,False
963,el-pollo-loco-los-angeles-66,EL POLLO LOCO,El Pollo Loco,5160 E OLYMPIC BLVD,5160 E OLYMPIC BLVD,60,3,96.0,$,hotdogs,mexican,90022,34.0161299,-118.15904,37,2.0,False
964,el-pollo-loco-los-angeles-63,EL POLLO LOCO,El Pollo Loco,5300 W CENTINELA AVE,5300 W CENTINELA AVE,60,3,96.0,$,mexican,hotdogs,90045,33.976992102,-118.37298769,26,2.0,False
965,el-pollo-loco-los-angeles-78,EL POLLO LOCO,El Pollo Loco,5520 SANTA MONICA BLVD,5520 SANTA MONICA BLVD,60,3,94.0,$,hotdogs,mexican,90038,34.0904609285,-118.310265401,15,2.0,False
966,el-pollo-loco-los-angeles-83,EL POLLO LOCO,El Pollo Loco,5800 S VERMONT AVE,5800 S VERMONT AVE,150,3,92.0,$,hotdogs,mexican,90044,33.98945,-118.2909,29,2.0,False
967,el-pollo-loco-highland-park-2,EL POLLO LOCO,El Pollo Loco,6009 N FIGUEROA ST,6009 N FIGUEROA ST,150,3,94.5,$,hotdogs,mexican,90042,34.11151,-118.18969,40,2.0,False
968,el-pollo-loco-los-angeles-80,EL POLLO LOCO,El Pollo Loco,7101 W SUNSET BLVD,7101 W SUNSET BLVD,150,3,96.0,$,hotdogs,mexican,90046,34.09836,-118.34494,40,3.5,True
969,el-pollo-loco-hollywood-5,EL POLLO LOCO,El Pollo Loco,8154 W SUNSET BLVD,8154 W SUNSET BLVD,150,3,97.0,$,hotdogs,mexican,90046,34.0978143,-118.3670024,52,2.5,False
970,el-pollo-loco-los-angeles-85,EL POLLO LOCO,El Pollo Loco,912 N VERMONT AVE,912 N VERMONT AVE,60,3,92.0,$,hotdogs,mexican,90027,34.0881070397,-118.291460131,18,2.5,False
971,el-pollo-loco-los-angeles-54,EL POLLO LOCO,El Pollo Loco,986 S VERMONT AVE,986 S VERMONT AVE,150,3,95.0,$,hotdogs,mexican,90006,34.052839,-118.291254,27,1.5,False
972,el-potrillo-cafe-los-angeles-2,EL POTRILLO CAFE,El Potrillo Cafe,210 N VIRGIL AVE,210 N VIRGIL AVE,30,3,91.0,$,mexican,seafood,90004,34.07535,-118.28643,104,4.0,False
973,el-puerto-escondido-los-angeles,EL PUERTO ESCONDIDO,El Puerto Escondido,3345 N EASTERN AVE,3345 N EASTERN AVE,150,3,94.0,$$,seafood,mexican,90032,34.08495,-118.17836,44,3.0,False
974,el-quezalteco-restaurant-los-angeles,EL QUEZALTECO,El Quezalteco Restaurant,3304 W JEFFERSON BLVD,3304 W JEFFERSON BLVD,30,3,91.0,$,salvadoran,mexican,90018,34.0254451,-118.332055,2,5.0,True
975,el-ranchito-restaurant-los-angeles,EL RANCHITO,El Ranchito Restaurant,3401 S MAIN ST,3401 S MAIN ST,30,3,93.0,$,mexican,mexican,90007,34.0185435315,-118.272749521,17,4.0,False
976,rincon-oaxaqueno-restaurant-los-angeles-3,EL RINCON OAXAQUENO,Rincon Oaxaqueno Restaurant,1544 N WESTERN AVE,1544 N WESTERN AVE,60,3,92.0,$$,mexican,mexican,90027,34.0995063782,-118.30896759,94,3.5,False
977,el-rincon-usuluteco-restaurant-los-angeles,EL RINCON USULUTECO,El Rincon Usuluteco Restaurant,1880 W ADAMS BLVD,1880 W ADAMS BLVD,30,3,96.0,$,newamerican,newamerican,90018,34.032391,-118.30558,4,3.0,False
978,el-sabor-k-tracho-los-angeles,EL SABOR K-TRACHO,El Sabor K-Tracho,4181 S FIGUEROA ST,4181 S FIGUEROA ST,60,3,92.0,$,latin,latin,90037,34.0072708,-118.2831268,6,4.0,False
979,el-salsabor-restaurant-los-angeles-4,EL SALSABOR,El Salsabor Restaurant,2262 VENICE BLVD,2262 VENICE BLVD,60,3,90.0,$,salvadoran,newamerican,90006,34.0434681,-118.3080757,43,4.0,False
980,el-sazon-oaxaqueno-los-angeles,EL SAZON OAXAQUENO,El Sazon Oaxaqueno,12131 WASHINGTON PL,12131 WASHINGTON PL,60,3,90.0,$,mexican,mexican,90066,34.001,-118.42778,64,3.5,False
981,el-senor-taco-los-angeles,EL SENOR TACO,El Senor Taco,1517 E FLORENCE AVE,1517 E FLORENCE AVE,30,3,90.0,$,mexican,mexican,90001,33.97499,-118.24696,44,4.0,False
982,el-serrano-mexican-grill-los-angeles-3,EL SERRANO MEXICAN GRILL,El Serrano Mexican Grill,3818 E CESAR CHAVEZ AVE,3818 E CESAR CHAVEZ AVE,30,3,93.0,$,mexican,mexican,90063,34.0405141095,-118.18404682,13,4.5,False
983,el-sombrero-los-angeles,EL SOMBRERO RESTAURANT,El Sombrero,1825 S MAIN ST,1825 S MAIN ST,60,3,90.0,,mexican,mexican,90015,34.0316620877,-118.264451753,1,4.0,False
984,el-tapatio-los-angeles-3,EL SUPER - RESTAURANT,El Tapatio,310 E FLORENCE AVE,310 E FLORENCE AVE,30,3,98.0,$,mexican,grocery,90003,33.97441,-118.26905,8,4.0,False
985,el-taco-mexicano-no-2-los-angeles,EL TACO MEXICANO,El Taco Mexicano No 2,1300 E VERNON AVE,1300 E VERNON AVE,30,3,88.0,$,mexican,mexican,90011,34.00369,-118.25186,34,4.5,False
986,el-taco-rapido-los-angeles,EL TACO RAPIDO,El Taco Rapido,7401 S ALAMEDA ST,7401 S ALAMEDA ST,60,3,93.0,$,mexican,mexican,90001,33.97266,-118.23463,16,3.5,False
987,el-tapatio-los-angeles-6,EL TAPATIO,El Tapatio,1201 W VENICE BLVD,1201 W VENICE BLVD,30,3,96.0,,mexican,mexican,90006,34.042715,-118.28114,3,4.5,False
988,el-tapatio-los-angeles-5,EL TAPATIO RESTAURANT,El Tapatio,2049 E CESAR E CHAVEZ AVE,2049 E CESAR E CHAVEZ AVE,30,3,96.0,$,mexican,mexican,90033,34.0486869812,-118.211677551,18,4.5,False
989,el-taquito-los-angeles,EL TAQUITO,El Taquito,5053 N HUNTINGTON DR N,5053 N HUNTINGTON DR N,150,3,91.0,$,mexican,mexican,90032,34.0889868,-118.1721202,69,3.0,False
990,el-tarasco-westchester,EL TARASCO,El Tarasco,8620 S SEPULVEDA BLVD,8620 S SEPULVEDA BLVD,60,3,93.0,$,mexican,mexican,90045,33.9591064453,-118.395759583,273,3.5,False
991,el-tarasco-cafe-los-angeles-2,EL TARASCO CAFE,El Tarasco Cafe,2130 S SAN PEDRO ST,2130 S SAN PEDRO ST,30,1,93.0,,newamerican,newamerican,90011,34.0250906,-118.2588709,1,5.0,False
992,el-taurino-los-angeles-2,EL TAURINO,El Taurino,1104 S HOOVER ST,1104 S HOOVER ST,150,3,91.0,$,mexican,mexican,90006,34.051414,-118.283775,1744,3.5,False
993,el-tepeyac-cafe-los-angeles-3,EL TEPEYAC FOOD PREP & STORAGE,El Tepeyac Cafe,812 N EVERGREEN AVE,812 N EVERGREEN AVE,30,3,96.0,$$,mexican,cafes,90033,34.0478133,-118.1975454,1737,4.0,False
994,el-tepeyac-cafe-los-angeles-3,EL TEPEYAC RESTAURANT,El Tepeyac Cafe,812 N EVERGREEN AVE,812 N EVERGREEN AVE,150,3,96.0,$$,mexican,cafes,90033,34.0478133,-118.1975454,1737,4.0,False
995,el-torito-cafe-los-angeles,EL TORITO CAFE,El Torito Cafe,1462 GRIFFITH AVE,1462 GRIFFITH AVE,60,3,92.0,$,mexican,mexican,90021,34.0286216736,-118.25075531,21,4.0,False
996,restaurante-guatemalteco-el-trebol-los-angeles,EL TREBOL,Restaurante Guatemalteco El Trebol,3731 W PICO BLVD,3731 W PICO BLVD,30,3,91.0,$,mexican,mexican,90019,34.0475056,-118.3217017,2,3.0,False
997,el-valle-oaxaqueno-los-angeles-3,EL VALLE OAXAQUENO BAKERY,El Valle Oaxaqueno,2318 W JEFFERSON BLVD,2318 W JEFFERSON BLVD,30,2,98.0,$,mexican,grocery,90018,34.025284,-118.320778,4,2.5,False
998,el-valle-oaxaqueno-los-angeles-2,EL VALLE OAXAQUENO.,El Valle Oaxaqueno,1601 S VERMONT AVE,1601 S VERMONT AVE,30,2,90.0,$,bakeries,bakeries,90006,34.0440063477,-118.292022705,10,4.0,False
999,el-vaquero-restaurant-los-angeles,EL VAQUERO RESTAURANT,El Vaquero Restaurant,4884 1/2 S HUNTINGTON DR S SOUTH,4884 1/2 S HUNTINGTON DR S SOUTH,60,3,92.0,$,mexican,mexican,90032,34.0861930847,-118.177154541,36,4.0,False
1000,el-venado-bakery-los-angeles-2,EL VENADO,El Venado Bakery,1007 S ALVARADO ST,1007 S ALVARADO ST,150,3,96.0,$,bakeries,bakeries,90006,34.0514355,-118.280002,16,3.5,False
1001,cemitas-poblanas-el-zarape-east-los-angeles,EL ZARAPE,Cemitas Poblanas El Zarape,3960 WHITTIER BLVD,3960 WHITTIER BLVD,60,3,93.0,$,mexican,mexican,90023,34.0237751,-118.1872066,15,4.0,False
1002,el-zarape-los-angeles-2,EL ZARAPE TAQUERIA,El Zarape,5203 1/2 FOUNTAIN AVE,5203 1/2 FOUNTAIN AVE,30,3,94.0,$,mexican,mexican,90029,34.0954399109,-118.302566528,171,4.5,False
1003,elabrew-coffee-los-angeles-2,ELABREW COFFEE,Elabrew Coffee,127 E 6TH ST,127 E 6TH ST,30,1,96.0,$$,coffee,coffee,90014,34.0447316488,-118.249181584,50,4.5,False
1004,elat-burger-los-angeles,ELAT BURGER,Elat Burger,9340 W PICO BLVD,9340 W PICO BLVD,60,3,90.0,$$,kosher,burgers,90035,34.0549583,-118.3940735,68,3.5,False
1005,electric-karma-los-angeles,ELECTRIC KARMA,Electric Karma,8222 1/2 W 3RD ST,8222 1/2 W 3RD ST,150,3,90.0,$$,indpak,bars,90048,34.072291,-118.368852,537,4.0,False
1006,elens-los-angeles,ELENS RESTAURANT MEXICAN FOOD,Elen's,4626 S AVALON BLVD,4626 S AVALON BLVD,30,3,92.0,$,mexican,mexican,90011,33.9933411782,-118.266981582,1,5.0,False
1007,saeng-saeng-gimbap-and-snack-los-angeles-2,ELEPHANT SNACK CORNER,Saeng Saeng Gimbap & Snack,901 S WESTERN AVE,901 S WESTERN AVE,60,3,81.0,$,korean,korean,90006,34.05549,-118.30943,41,3.0,False
1008,elf-cafe-los-angeles-2,ELF CAFE,Elf Cafe,2135 W SUNSET BLVD,2135 W SUNSET BLVD,30,3,93.0,$$,vegetarian,vegan,90026,34.077812,-118.264616,606,4.5,False
1009,elite-cuisine-los-angeles,ELITE CUISINE,Elite Cuisine,7119 BEVERLY BLVD,7119 BEVERLY BLVD,60,3,94.0,$$,delis,kosher,90036,34.0764656067,-118.344825745,26,3.5,False
1010,elm-tree-sandwich-shop-los-angeles,ELM TREE SANDWICH SHOP,Elm Tree Sandwich Shop,5900 S EASTERN AVE,5900 S EASTERN AVE,30,2,91.0,$,sandwiches,sandwiches,90040,33.9853364293,-118.162061174,21,4.0,False
1011,elysee-bakery-and-cafe-los-angeles,ELYSEE BAKERY & CAFE,Elysee Bakery & Cafe,1099 GAYLEY AVE,1099 GAYLEY AVE,150,3,90.0,$$,bakeries,french,90024,34.0602431,-118.4466832,438,3.0,False
1012,elysian-los-angeles,ELYSIAN RESTAURANT,Elysian,2806 CLEARWATER ST,2806 CLEARWATER ST,60,3,96.0,$$,venues,newamerican,90039,34.1072044373,-118.253036499,55,4.0,False
1013,lasa-pop-up-at-elysian-la-los-angeles,ELYSIAN RESTAURANT,LASA Pop-Up at Elysian LA,2806 CLEARWATER ST,2806 CLEARWATER ST,60,3,96.0,$$,newamerican,newamerican,90039,34.1073155265,-118.253071457,3,5.0,True
