,bus_id,search_name,name,search_address,address_y,max_seats,risk_level,inspect_score,price,cat_1,cat_2,zip_code,latitude,longitude,review_count,rating,closed
2332,pamore-pizza-los-angeles-2,PAMORE PIZZA,Pamore Pizza,2190 W WASHINGTON BLVD E,2190 W WASHINGTON BLVD E,30,1,97.0,$,pizza,bbq,90018,34.039547,-118.308604,94,4.0,False
2333,pampas-grill-los-angeles,PAMPAS GRILL,Pampas Grill,6333 W 3RD ST,6333 W 3RD ST,30,3,92.0,$$,brazilian,brazilian,90036,34.0721669002,-118.360551042,948,4.0,False
2334,panaderia-victoria-los-angeles-2,PAN BAKERY,Panaderia Victoria,2190 W WASHINGTON BLVD UNIT A,2190 W WASHINGTON BLVD UNIT A,30,1,92.0,$,bakeries,latin,90018,34.03963,-118.30863,17,3.5,False
2335,pan-dulce-bakery-los-angeles,PAN DULCE BAKERY,Pan Dulce Bakery,12131 WASHINGTON PL,12131 WASHINGTON PL,30,2,91.0,$,bakeries,bakeries,90066,34.0009405422,-118.427885771,6,5.0,False
2336,panaderia-delicia-los-angeles,PANADERIA DELICIA,Panaderia Delicia,5567 N FIGUEROA ST,5567 N FIGUEROA ST,30,2,90.0,$,bakeries,bakeries,90042,34.1088481,-118.1946115,42,4.0,False
2337,panaderia-guerrero-los-angeles,PANADERIA GUERRERO,Panaderia Guerrero,2411 W OLYMPIC BLVD,2411 W OLYMPIC BLVD,30,3,90.0,$,bakeries,bakeries,90006,34.0526313782,-118.283828735,6,3.5,False
2338,panaderia-salvadorena-bakery-los-angeles,PANADERIA SALVADORENA BAKERY,Panaderia Salvadorena Bakery,4322 BEVERLY BLVD,4322 BEVERLY BLVD,30,2,90.0,$,bakeries,bakeries,90004,34.07612,-118.30329,1,4.0,True
2339,pan-victoria-los-angeles,PANADERIA VICTORIA,Pan Victoria,1312 S VERMONT AVE,1312 S VERMONT AVE,30,2,96.0,$,bakeries,latin,90006,34.0469201,-118.2914651,2,4.0,False
2340,panamericana-bakery-los-angeles,PANAMERICANA BAKERY,Panamericana Bakery,6604 S VERMONT AVE,6604 S VERMONT AVE,30,2,90.0,$,bakeries,bakeries,90044,33.978946656,-118.291398212,6,3.5,False
2341,panchos-bakery-los-angeles,PANCHOS BAKERY,Pancho's Bakery,1759 E FLORENCE AVE,1759 E FLORENCE AVE,30,2,96.0,$,bakeries,mexican,90001,33.9748649,-118.2415925,9,4.0,False
2342,panda-chinese-restaurant-los-angeles,PANDA CHINESE RESTAURANT,Panda Chinese Restaurant,4032 S WESTERN AVE,4032 S WESTERN AVE,30,3,100.0,$,chinese,chinese,90062,34.0102527291,-118.308875486,5,2.5,False
2343,panda-express-los-angeles-6,PANDA EXPRESS,Panda Express,10800 W PICO BLVD,10800 W PICO BLVD,30,3,99.0,$,chinese,hotdogs,90064,34.0401192,-118.4274979,24,2.5,False
2344,panda-express-los-angeles-51,PANDA EXPRESS,Panda Express,2011 WESTWOOD BLVD,2011 WESTWOOD BLVD,60,3,97.0,$,hotdogs,chinese,90025,34.0461654663,-118.434143066,57,4.0,False
2345,panda-express-los-angeles-18,PANDA EXPRESS,Panda Express,2204 SAWTELLE BLVD,2204 SAWTELLE BLVD,60,3,98.0,$,chinese,hotdogs,90064,34.038003,-118.440826,48,2.5,False
2346,panda-express-los-angeles-7,PANDA EXPRESS,Panda Express,2828 S FIGUEROA ST,2828 S FIGUEROA ST,60,3,100.0,$,chinese,hotdogs,90007,34.0257416,-118.2770233,117,3.0,False
2347,panda-express-los-angeles-10,PANDA EXPRESS,Panda Express,2919 LOS FELIZ BLVD,2919 LOS FELIZ BLVD,60,3,98.0,$,chinese,hotdogs,90039,34.12684,-118.26358,41,3.0,False
2348,panda-express-los-angeles-13,PANDA EXPRESS,Panda Express,308 WESTWOOD PLZ,308 WESTWOOD PLZ,30,3,98.0,$,chinese,hotdogs,90024,34.0705359357,-118.444082162,49,2.0,False
2349,panda-express-los-angeles-12,PANDA EXPRESS,Panda Express,350 S GRAND AVE,350 S GRAND AVE,150,3,98.0,$,chinese,hotdogs,90071,34.0516586304,-118.251396179,22,3.0,False
2350,panda-express-los-angeles-35,PANDA EXPRESS,Panda Express,3650 W MLK BLVD,3650 W MLK BLVD,30,3,94.0,$,chinese,hotdogs,90008,34.0109711,-118.3415909,8,4.0,False
2351,panda-express-los-angeles-2,PANDA EXPRESS,Panda Express,4700 W PICO BLVD E,4700 W PICO BLVD E,60,3,99.0,$,chinese,hotdogs,90019,34.04812,-118.33745,55,2.5,False
2352,panda-express-los-angeles-14,PANDA EXPRESS,Panda Express,4947 EAGLE ROCK BLVD,4947 EAGLE ROCK BLVD,60,3,98.0,$,chinese,hotdogs,90041,34.1362823,-118.2151548,53,3.0,False
2353,panda-express-los-angeles-19,PANDA EXPRESS,Panda Express,5543 W SUNSET BLVD,5543 W SUNSET BLVD,60,3,99.0,$,chinese,hotdogs,90028,34.0983140101,-118.310863089,48,2.5,False
2354,panda-express-los-angeles-41,PANDA EXPRESS,Panda Express,5867 S CENTRAL AVE,5867 S CENTRAL AVE,60,3,97.0,$,chinese,hotdogs,90001,33.9876765758,-118.256514072,12,2.0,False
2355,panda-express-los-angeles-4,PANDA EXPRESS,Panda Express,727 N VINE ST,727 N VINE ST,30,3,98.0,$,chinese,hotdogs,90038,34.0842514038,-118.327217102,26,2.0,False
2356,panda-express-los-angeles,PANDA EXPRESS.,Panda Express,630 W 5TH ST,630 W 5TH ST,151,3,93.0,$,chinese,hotdogs,90071,34.0505402859,-118.255245894,33,3.0,False
2357,panda-king-los-angeles-2,PANDA KING,Panda King,1027 W MLK BLVD,1027 W MLK BLVD,60,3,90.0,$,chinese,chinese,90037,34.0109949,-118.292504,2,4.5,False
2358,panda-king-los-angeles,PANDA KING,Panda King,2760 E 1ST ST,2760 E 1ST ST,60,3,91.0,$,chinese,chinese,90033,34.0416506678,-118.205236271,10,2.5,False
2359,panda-king-los-angeles-3,PANDA KING,Panda King,402 S BROADWAY,402 S BROADWAY,60,3,92.0,$,chinese,chinese,90013,34.0493358672,-118.249486014,9,2.5,False
2360,panda-king-chinese-food-los-angeles,PANDA KING CHINESE FAST FOOD,Panda King Chinese Food,4310 S CENTRAL AVE,4310 S CENTRAL AVE,30,3,90.0,$,chinese,chinese,90011,34.0058036989,-118.255966172,5,3.5,False
2361,panda-king-chinese-food-los-angeles,PANDA KING CHINESE FOOD,Panda King Chinese Food,4310 S CENTRAL AVE,4310 S CENTRAL AVE,30,3,96.0,$,chinese,chinese,90011,34.0058036989,-118.255966172,5,3.5,False
2362,panera-bread-westchester-3,PANERA BREAD,Panera Bread,8647 S SEPULVEDA BLVD,8647 S SEPULVEDA BLVD,151,3,92.0,$,sandwiches,salad,90045,33.9585317807,-118.396644071,309,3.0,False
2363,pang-kum-tuh-village-bakery-los-angeles,PANG KUM TUH VILLAGE BAKERY,Pang Kum Tuh Village Bakery,3839 WILSHIRE BLVD,3839 WILSHIRE BLVD,30,2,80.0,$,bakeries,bakeries,90010,34.0620346069,-118.309959412,25,3.5,True
2364,panini-cafe-los-angeles-11,PANINI CAFE,Panini Cafe,10861 LINDBROOK DR,10861 LINDBROOK DR,60,3,95.0,$$,italian,mediterranean,90024,34.0601578,-118.4431381,447,4.0,False
2365,panini-cafe-downtown-los-angeles-2,PANINI CAFE DOWNTOWN,Panini Cafe - Downtown,600 W 9TH ST,600 W 9TH ST,150,3,96.0,$$,italian,mediterranean,90015,34.0450795388,-118.260710768,837,4.0,False
2366,panns-restaurant-los-angeles,PANNS COFFEE SHOP,Pann's Restaurant,6710 LA TIJERA BLVD,6710 LA TIJERA BLVD,150,3,94.0,$$,burgers,tradamerican,90045,33.9779510498,-118.370643616,851,4.0,False
2367,panorama-cafe-los-angeles,PANORAMA CAFE,Panorama Cafe,111 N HILL ST 9 FL CAFE,111 N HILL ST 9 FL CAFE,151,3,93.0,$,breakfast_brunch,breakfast_brunch,90012,34.0557362719,-118.247634693,84,4.0,False
2368,pantrys-pizza-los-angeles,PANTRYS PIZZA,Pantry's Pizza,1976 S LA CIENEGA BLVD,1976 S LA CIENEGA BLVD,30,3,85.0,$,pizza,pizza,90034,34.0405,-118.37654,52,2.0,True
2369,pao-jao-dumpling-house-los-angeles-2,PAOJAO DUMPLING HOUSE,Pao Jao Dumpling House,735 E 12TH ST,735 E 12TH ST,30,3,97.0,,korean,korean,90015,34.03343,-118.25216,2,4.5,True
2370,papa-jakes-sub-shop-los-angeles,PAPA JAKES SUB SHOP,Papa Jakes Sub Shop,6333 W 3RD ST,6333 W 3RD ST,30,3,92.0,$$,delis,sandwiches,90063,34.0715917131,-118.360162283,35,4.0,False
2371,papa-johns-pizza-los-angeles-5,PAPA JOHNS PIZZA,Papa John's Pizza,11688 GATEWAY BLVD,11688 GATEWAY BLVD,30,2,96.0,$$,pizza,pizza,90064,34.028516,-118.442757,36,2.5,False
2372,papa-johns-pizza-los-angeles-7,PAPA JOHNS PIZZA,Papa John's Pizza,11841 WILSHIRE BLVD,11841 WILSHIRE BLVD,30,2,93.0,$,pizza,pizza,90025,34.04762,-118.46371,42,2.0,False
2373,papa-johns-pizza-los-angeles-25,PAPA JOHNS PIZZA,Papa John's Pizza,1301 WESTWOOD BLVD,1301 WESTWOOD BLVD,30,2,91.0,$$,pizza,pizza,90024,34.0567741394,-118.443000793,23,2.5,False
2374,papa-johns-pizza-los-angeles-13,PAPA JOHNS PIZZA,Papa John's Pizza,1301 WESTWOOD BLVD,1301 WESTWOOD BLVD,30,2,91.0,$$,pizza,pizza,90024,34.056774,-118.443001,15,2.0,False
2375,papa-johns-pizza-los-angeles-9,PAPA JOHNS PIZZA,Papa John's Pizza,13350 W WASHINGTON BLVD,13350 W WASHINGTON BLVD,30,2,91.0,$,pizza,pizza,90066,33.9923535038,-118.443567312,30,2.0,False
2376,papa-johns-pizza-los-angeles-14,PAPA JOHNS PIZZA,Papa John's Pizza,3756 W AVENUE 40 UNIT 1H,3756 W AVENUE 40 UNIT 1H,30,2,98.0,$$,pizza,pizza,90065,34.11974,-118.22735,25,2.5,False
2377,papa-johns-pizza-los-angeles,PAPA JOHNS PIZZA,Papa John's Pizza,5962 OLYMPIC BLVD,5962 OLYMPIC BLVD,30,2,97.0,$$,pizza,pizza,90036,34.05755,-118.36148,77,2.0,False
2378,papa-johns-pizza-los-angeles,PAPA JOHNS PIZZA,Papa John's Pizza,5962 W OLYMPIC BLVD,5962 W OLYMPIC BLVD,30,2,94.0,$$,pizza,pizza,90036,34.05755,-118.36148,77,2.0,False
2379,papa-johns-pizza-los-angeles-15,PAPA JOHNS PIZZA,Papa John's Pizza,701 W CESAR E CHAVEZ AVE,701 W CESAR E CHAVEZ AVE,30,2,95.0,$$,pizza,pizza,90012,34.0612326139,-118.244308905,53,2.0,False
2380,papa-johns-pizza-los-angeles-20,PAPA JOHNS PIZZA,Papa John's Pizza,7150 BEVERLY BLVD,7150 BEVERLY BLVD,30,2,93.0,$,pizza,pizza,90036,34.07588,-118.34567,44,2.0,False
2381,papa-johns-pizza-los-angeles-20,PAPA JOHNS PIZZA,Papa John's Pizza,7150 BEVERLY BLVD,7150 BEVERLY BLVD,30,2,94.0,$,pizza,pizza,90036,34.07588,-118.34567,44,2.0,False
2382,papa-johns-pizza-los-angeles-20,PAPA JOHNS PIZZA,Papa John's Pizza,7150 BEVERLY BLVD,7150 BEVERLY BLVD,30,2,93.0,$,pizza,pizza,90036,34.07588,-118.34567,44,2.0,False
2383,papa-johns-pizza-los-angeles-20,PAPA JOHNS PIZZA,Papa John's Pizza,7150 BEVERLY BLVD,7150 BEVERLY BLVD,30,2,94.0,$,pizza,pizza,90036,34.07588,-118.34567,44,2.0,False
2384,papa-johns-pizza-los-angeles-2,PAPA JOHNS PIZZA,Papa John's Pizza,720 N VERMONT AVE,720 N VERMONT AVE,30,2,93.0,$$,pizza,pizza,90029,34.0843391418,-118.291419983,72,2.0,False
2385,johns-pizzeria-los-angeles-4,PAPA JOHNS PIZZA,John's Pizzeria,8823 W PICO BLVD,8823 W PICO BLVD,30,2,90.0,$$,pizza,desserts,90035,34.05507,-118.3843,54,2.5,False
2386,papa-johns-pizza-los-angeles-3,PAPA JOHNS PIZZA,Papa John's Pizza,9844 NATIONAL BLVD,9844 NATIONAL BLVD,30,2,90.0,$,pizza,pizza,90034,34.0311446,-118.400918,52,2.5,False
2387,paper-or-plastik-cafe-los-angeles,PAPER OR PLASTIK CAFE,Paper or Plastik Cafe,5772 W PICO BLVD,5772 W PICO BLVD,60,2,81.0,$$,coffee,newamerican,90019,34.0509611,-118.3642929,801,3.5,False
2388,paramount-coffee-project-los-angeles-5,PARAMOUNT COFFEE PROJECT,Paramount Coffee Project,456 N FAIRFAX AVE,456 N FAIRFAX AVE,60,3,96.0,$$,breakfast_brunch,cafes,90036,34.07974,-118.36114,111,4.0,False
2389,paris-bakery-and-cafe-los-angeles,PARIS BAKERY AND CAFE,Paris Bakery and Cafe,205 S MEDNIK AVE,205 S MEDNIK AVE,30,3,90.0,$,bakeries,desserts,90022,34.034977,-118.16216,24,4.0,False
2390,paris-crepe-cafe-los-angeles,PARIS CREPE CAFE,Paris Crepe Cafe,8500 BEVERLY BLVD,8500 BEVERLY BLVD,60,2,90.0,$$,creperies,cafes,90048,34.0759151,-118.3767915,9,3.0,True
2391,parks-bbq-los-angeles,PARKS BBQ,Park's BBQ,955 S VERMONT AVE G&W,955 S VERMONT AVE G&W,151,3,94.0,$$$,bbq,korean,90006,34.0538101196,-118.29196167,1269,4.0,False
2392,paros-chicken-los-angeles,PAROS PIZZA,Paros Chicken,1117 N HOBART BLVD,1117 N HOBART BLVD,30,3,95.0,$,mediterranean,salad,90029,34.091215,-118.3047549,88,4.0,False
2393,parus-indian-vegetarian-restaurant-los-angeles,PARUS INDIAN RESTAURANT,Paru's Indian Vegetarian Restaurant,5140 W SUNSET BLVD,5140 W SUNSET BLVD,30,3,91.0,$$,indpak,vegetarian,90027,34.097881,-118.30204,422,4.0,False
2394,paseo-chapin-los-angeles,PASEO CHAPIN,Paseo Chapin,2220 W 7TH ST,2220 W 7TH ST,150,3,94.0,$$,latin,latin,90057,34.0571575,-118.278666,6,4.0,False
2395,pasta-roma-los-angeles-2,PASTA ROMA,Pasta Roma,2827 S FIGUEROA ST,2827 S FIGUEROA ST,60,3,98.0,$,italian,hotdogs,90007,34.0256979,-118.2776066,304,3.5,False
2396,pasteleria-tres-leches-los-angeles,PASTELERIA TRES LECHES,Pasteleria Tres Leches,3200 E 4TH ST,3200 E 4TH ST,30,2,93.0,$,bakeries,bakeries,90063,34.0351715088,-118.200294495,20,4.0,True
2397,pastina-los-angeles-2,PASTINA,Pastina,2260 WESTWOOD BLVD,2260 WESTWOOD BLVD,150,3,97.0,$$,italian,italian,90064,34.0431365967,-118.430656433,174,4.0,False
2398,pata-salada-los-angeles,PATA SALADA,Pata Salada,672 S LA BREA AVE,672 S LA BREA AVE,60,3,91.0,$$,seafood,mexican,90036,34.0626583993,-118.343961462,47,4.5,True
2399,patina-restaurant-los-angeles-2,PATINA,Patina Restaurant,141 S GRAND AVE,141 S GRAND AVE,151,3,97.0,$$$$,french,french,90012,34.0549573458,-118.249773226,515,4.0,False
2400,market-cafe-los-angeles-6,PATINA CATERING/MARKET CAFE,Market Cafe,1150 S OLIVE ST,1150 S OLIVE ST,151,3,95.0,$,sandwiches,cafes,90015,34.03939,-118.26135,48,3.0,False
2401,patina-restaurant-los-angeles-2,PATINA RESTAURANT,Patina Restaurant,141 S GRAND AVE,141 S GRAND AVE,30,3,95.0,$$$$,french,french,90012,34.0549573458,-118.249773226,515,4.0,False
2402,patra-burgers-on-sunset-los-angeles,PATRA BURGERS,Patra Burgers On Sunset,1524 W SUNSET BLVD,1524 W SUNSET BLVD,60,3,95.0,$,burgers,burgers,90026,34.0758590698,-118.256187439,106,4.0,False
2403,pats-restaurant-los-angeles,PATS,Pat's Restaurant,9233 W PICO BLVD,9233 W PICO BLVD,150,3,93.0,$$$,kosher,kosher,90035,34.0555499,-118.39265,115,4.0,False
2404,patsy-d-amores-pizza-los-angeles,PATSYS,Patsy D'Amore's Pizza,6333 W 3RD ST,6333 W 3RD ST,30,3,92.0,$,pizza,pizza,90036,34.0722007751,-118.360374451,74,3.0,False
2405,pauls-kitchen-los-angeles,PAULS KITCHEN,Paul's Kitchen,1012 S SAN PEDRO ST,1012 S SAN PEDRO ST,150,3,92.0,$$,chinese,chinese,90015,34.0357276797,-118.251789361,224,4.0,False
2406,pazzaz-sushi-los-angeles,PAZZAZ,Pazzaz Sushi,2524 1/2 HYPERION AVE,2524 1/2 HYPERION AVE,30,3,94.0,$$,sushi,japanese,90027,34.104951,-118.272895,219,3.5,False
2407,pazzo-gelato-los-angeles,PAZZO GELATERIA,Pazzo Gelato,3827 W SUNSET BLVD,3827 W SUNSET BLVD,30,2,96.0,$,icecream,gelato,90026,34.0916898,-118.279471,819,4.5,False
2408,pazzo-gelato-los-angeles-3,PAZZO GELATO,Pazzo Gelato,735 S FIGUEROA ST,735 S FIGUEROA ST,30,1,98.0,$,desserts,coffee,90017,34.0491055,-118.260503,69,3.5,False
2409,pazzo-pizzeria-los-angeles,PAZZO PIZZERIA,Pazzo Pizzeria,11104 W OLYMPIC BLVD,11104 W OLYMPIC BLVD,30,3,94.0,$,pizza,italian,90064,34.0399772,-118.4380223,139,3.5,False
2410,pearls-finest-teas-los-angeles-2,PEARLS FINEST TEAS,Pearl's Finest Teas,523 N FAIRFAX AVE,523 N FAIRFAX AVE,30,1,96.0,$,coffee,bubbletea,90048,34.08068,-118.36179,186,4.5,False
2411,pecorino-restaurant-los-angeles,PECORINO,Pecorino Restaurant,11604 SAN VICENTE BLVD,11604 SAN VICENTE BLVD,60,3,94.0,$$$,italian,steak,90049,34.05337,-118.46197,173,4.0,False
2412,peddlers-creamery-los-angeles,PEDDLERS CREAMERY,Peddler's Creamery,458 S MAIN ST,458 S MAIN ST,30,1,97.0,$,desserts,icecream,90013,34.0468203236,-118.248198159,357,4.0,False
2413,peets-coffee-los-angeles-6,PEETS COFFEE & TEA,Peet's Coffee,1854 WESTWOOD BLVD,1854 WESTWOOD BLVD,30,1,96.0,$,coffee,coffee,90025,34.048798,-118.4357681,116,4.0,False
2414,peets-coffee-los-angeles-4,PEETS COFFEE & TEA CO,Peet's Coffee,1154 WESTWOOD BLVD,1154 WESTWOOD BLVD,30,1,90.0,$,coffee,coffee,90024,34.0598393977,-118.444691151,148,4.0,False
2415,peets-coffee-los-angeles-3,PEETS COFFEE AND TEA,Peet's Coffee,11750 SAN VICENTE BLVD,11750 SAN VICENTE BLVD,30,1,90.0,$,coffee,coffee,90049,34.0530371593,-118.467521035,81,4.0,False
2416,peets-coffee-los-angeles-5,PEETS COFFEE AND TEA,Peet's Coffee,124 N LARCHMONT BLVD,124 N LARCHMONT BLVD,30,1,97.0,$,coffee,coffee,90004,34.07372,-118.32328,148,4.0,False
2417,pei-wei-asian-market-los-angeles,PEI WEI ASIAN MARKET,Pei Wei Asian Market,8000 W SUNSET BLVD,8000 W SUNSET BLVD,150,3,98.0,$$,asianfusion,hotdogs,90046,34.0509526988,-118.244476318,6,2.0,False
2418,penguin-fish-and-chips-los-angeles,PENGUIN FISH & CHIPS,Penguin Fish & Chips,5952 W PICO BLVD,5952 W PICO BLVD,30,3,91.0,$$,seafood,seafood,90035,34.05176,-118.36958,84,4.0,False
2419,penguins-place-frozen-yogurt-los-angeles,PENGUINS,Penguin's Place Frozen Yogurt,2180 WESTWOOD BLVD,2180 WESTWOOD BLVD,30,2,96.0,$,icecream,icecream,90025,34.04434,-118.43168,102,4.0,False
2420,pepes-tacos-los-angeles,PEPES TACOS,Pepe's Tacos,4582 S CENTINELA AVE,4582 S CENTINELA AVE,30,3,97.0,$,mexican,mexican,90066,33.991587,-118.421441,379,4.0,False
2421,peppers-jamaican-cuisine-los-angeles,PEPPERS JAMAICAN CUISINE,Pepper's Jamaican Cuisine,2166 W SLAUSON AVE,2166 W SLAUSON AVE,30,3,90.0,$$,caribbean,caribbean,90047,33.9890834,-118.3169874,53,3.5,False
2422,peppone-ristorante-brentwood,PEPPONE,Peppone Ristorante,11628 BARRINGTON CT,11628 BARRINGTON CT,60,3,96.0,$$$,italian,italian,90049,34.0650636703,-118.469213247,111,3.5,False
2423,perfect-donuts-los-angeles,PERFECT DONUTS,Perfect Donuts,1930 W 3RD ST,1930 W 3RD ST,30,2,91.0,$,donuts,donuts,90057,34.0621809661,-118.270992637,8,4.0,False
2424,perfect-donuts-and-croissants-los-angeles,PERFECT DONUTS,Perfect Donuts & Croissants,6363 S ALAMEDA ST,6363 S ALAMEDA ST,30,2,100.0,,donuts,donuts,90001,33.98148,-118.2365,1,5.0,False
2425,pescaderia-el-guero-fish-market-los-angeles-2,PESCADERIA EL ATACOR,Pescaderia El Guero Fish Market,3520 N FIGUEROA ST,3520 N FIGUEROA ST,30,3,97.0,$,seafoodmarkets,mexican,90065,34.0886611938,-118.21471405,10,5.0,False
2426,pescado-mojado-seafood-grill-los-angeles,PESCADO MOJADO,Pescado Mojado Seafood Grill,610 S RAMPART BLVD,610 S RAMPART BLVD,150,3,95.0,$,seafood,seafood,90057,34.0626528224,-118.2813619,95,4.0,False
2427,pescado-mojado-operations-los-angeles,PESCADO MOJADO,Pescado Mojado Operations,610 S RAMPART BLVD,610 S RAMPART BLVD,150,3,95.0,$,mexican,mexican,90057,34.06189,-118.28132,1,5.0,False
2428,petes-blue-chip-los-angeles,PETES BLUE CHIP BURGER,Pete's Blue Chip,1701 COLORADO BLVD,1701 COLORADO BLVD,60,3,94.0,$,burgers,tradamerican,90041,34.13971,-118.20364,270,4.0,False
2429,petes-burgers-los-angeles,PETES BURGER,Pete's Burgers,2400 S HOOVER ST,2400 S HOOVER ST,60,2,95.0,$,tradamerican,tradamerican,90007,34.03395,-118.28371,131,3.5,False
2430,petite-cafe-los-angeles-2,PETITE CAFE,Petite Cafe,633 W 5TH ST,633 W 5TH ST,30,2,93.0,,cafes,cafes,90071,34.0510292,-118.2545319,3,2.5,False
2431,petrossian-los-angeles-3,PETROSSIAN CAVIAR,Petrossian,380 WORLD WAY T45,380 WORLD WAY T45,30,2,93.0,$$$,french,french,90045,33.943015,-118.4094252,17,3.5,False
2432,pez-cantina-los-angeles,PEZ CANTINA,Pez Cantina,401 S GRAND AVE,401 S GRAND AVE,150,3,95.0,$$,seafood,mexican,90071,34.0515166,-118.2533411,413,4.0,False
2433,pharos-bar-and-cafe-los-angeles,PHAROS,Pharos Bar & Cafe,2999 W 6TH ST 105,2999 W 6TH ST 105,60,3,94.0,$$$,bars,cafes,90020,34.0640907288,-118.286636353,6,4.0,False
2434,philippe-the-original-los-angeles,PHILIPPE,Philippe the Original,1001 N ALAMEDA ST,1001 N ALAMEDA ST,151,3,90.0,$,sandwiches,breakfast_brunch,90012,34.0597229004,-118.2370224,4950,4.0,False
2435,phillips-barbecue-los-angeles,PHILLIPS B B Q,Phillips Barbecue,4307 LEIMERT BLVD,4307 LEIMERT BLVD,30,3,97.0,$$,bbq,bbq,90008,34.0054299,-118.33015,155,4.0,False
2436,phillips-barbecue-los-angeles-3,PHILLIPS BAR-B-QUE,Phillips Barbecue,2619 CRENSHAW BLVD,2619 CRENSHAW BLVD,30,3,96.0,$$,bbq,bbq,90016,34.03191,-118.3352549,336,4.0,False
2437,philly-west-bar-and-grill-los-angeles,PHILLY WEST BAR AND GRILL,Philly West Bar & Grill,1870 WESTWOOD BLVD,1870 WESTWOOD BLVD,60,3,94.0,$,tradamerican,divebars,90027,34.0487174988,-118.435470581,161,4.0,False
2438,philly-pizza-and-grill-los-angeles,PHILLYS PIZZA & GRILL,Philly Pizza & Grill,8500 W OLYMPIC BLVD,8500 W OLYMPIC BLVD,30,3,94.0,$,pizza,italian,90035,34.0590782166,-118.376556396,94,3.5,False
2439,phils-deli-and-grill-los-angeles,PHILS DELI & GRILL,Phil's Deli & Grill,6333 W 3RD ST,6333 W 3RD ST,30,3,96.0,$$,delis,breakfast_brunch,90036,34.0717892,-118.3605725,160,3.5,False
2440,philz-coffee-los-angeles-2,PHILZ COFFEE,Philz Coffee,801 S HOPE ST,801 S HOPE ST,60,2,93.0,$,coffee,coffee,90017,34.0465343,-118.2592814,575,4.5,False
2441,pho-2000-los-angeles-3,PHO 2000 RESTAURANT,Pho 2000,215 N WESTERN AVE,215 N WESTERN AVE,60,3,92.0,$,vietnamese,vietnamese,90004,34.07508,-118.30951,433,3.5,False
2442,pho-2000-restaurant-los-angeles-3,PHO 2000 RESTAURANT,Pho 2000 Restaurant,2897 W OLYMPIC BLVD,2897 W OLYMPIC BLVD,60,3,82.0,$,vietnamese,asianfusion,90006,34.0530199,-118.29757,74,3.0,False
2443,pho-21-los-angeles-4,PHO 21,Pho21,705 S WESTERN AVE,705 S WESTERN AVE,60,3,80.0,$,vietnamese,vietnamese,90005,34.059438,-118.3094434,293,3.0,False
2444,pho-24-los-angeles,PHO 24 RIN,Pho 24,3450 W 6TH ST,3450 W 6TH ST,30,3,83.0,$,vietnamese,korean,90020,34.0632324219,-118.297027588,284,4.0,False
2445,pho-broadway-los-angeles,PHO BROADWAY,Pho Broadway,942 N BROADWAY,942 N BROADWAY,60,3,90.0,$,vietnamese,vietnamese,90012,34.06496,-118.23655,214,4.0,False
2446,pho-cafe-los-angeles,PHO CAFE,Pho Cafe,2841 W SUNSET BLVD,2841 W SUNSET BLVD,60,3,97.0,$,vietnamese,vietnamese,90026,34.0827107203,-118.272322279,1187,3.5,False
2447,pho-hanoi-los-angeles,PHO HANOI,Pho Hanoi,3470 W 6TH ST UNIT 5,3470 W 6TH ST UNIT 5,60,3,93.0,$,vietnamese,vietnamese,90020,34.063403,-118.297523,38,3.0,True
2448,pho-saigon-los-angeles-2,PHO SAIGON,Pho Saigon,3831 W 6TH ST,3831 W 6TH ST,60,3,94.0,$,vietnamese,korean,90020,34.0636749,-118.3063757,229,3.0,False
2449,pho-saigon-pearl-los-angeles,PHO SAIGON PEARL,Pho Saigon Pearl,519 S FAIRFAX AVE,519 S FAIRFAX AVE,60,3,91.0,$$,vietnamese,coffee,90036,34.0668715,-118.3615645,155,4.0,False
2450,phoenix-bakery-los-angeles,PHOENIX BAKERY,Phoenix Bakery,969 N BROADWAY,969 N BROADWAY,30,2,90.0,$,bakeries,desserts,90012,34.0659408569,-118.236709595,367,4.0,False
2451,phoenix-inn-chinese-cuisine-los-angeles,PHOENIX INN RESTAURANT,Phoenix Inn Chinese Cuisine,301 ORD ST,301 ORD ST,60,3,95.0,$$,chinese,chinese,90012,34.06031,-118.23886,287,3.5,False
2452,phorage-los-angeles,PHORAGE,Phorage,3300 OVERLAND AVE,3300 OVERLAND AVE,60,3,97.0,$$,vietnamese,vietnamese,90034,34.027469,-118.4132648,633,3.5,False
2453,phu-yen-food-to-go-los-angeles-2,PHU YEN FOOD TO GO,Phu Yen Food To Go,861 N SPRING ST,861 N SPRING ST,30,2,92.0,,chinese,chinese,90012,34.0619555113,-118.236775026,1,5.0,False
2454,pichilingues-restaurant-coffee-los-angeles,PICHILINGUES RESTAURANT-COFFEE,Pichilingue's Restaurant-coffee,1625 E CESAR E CHAVEZ AVE,1625 E CESAR E CHAVEZ AVE,30,3,87.0,,mexican,juicebars,90033,34.0515903276,-118.217894581,2,5.0,True
2455,pick-up-stix-los-angeles,PICK-UP STIX,Pick Up Stix,200 WORLD WAY T236,200 WORLD WAY T236,60,3,81.0,$$,asianfusion,asianfusion,90045,33.9462932344,-118.404006561,18,1.5,False
2456,pico-cafe-los-angeles,PICO CAFE,Pico Cafe,8944 W PICO BLVD,8944 W PICO BLVD,30,3,94.0,$$,breakfast_brunch,kosher,90035,34.0552152693,-118.387081996,61,3.5,False
